Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Tom Brady,TAM,1,0,0,0,6.0,2022,89
Leonard Fournette,TAM,21,63,0,13,6.0,2022,89
Rachaad White,TAM,4,12,0,8,6.0,2022,89
Chris Godwin,TAM,0,0,0,0,6.0,2022,89
Mike Evans,TAM,0,0,0,0,6.0,2022,89
Cade Otton,TAM,0,0,0,0,6.0,2022,89
Russell Gage,TAM,0,0,0,0,6.0,2022,89
Cameron Brate,TAM,0,0,0,0,6.0,2022,89
Breshad Perriman,TAM,0,0,0,0,6.0,2022,89
Kenny Pickett,PIT,2,16,0,10,6.0,2022,89
Mitchell Trubisky,PIT,6,5,0,9,6.0,2022,89
Najee Harris,PIT,14,42,0,14,6.0,2022,89
Chase Claypool,PIT,1,8,0,8,6.0,2022,89
Diontae Johnson,PIT,2,8,0,5,6.0,2022,89
Jaylen Warren,PIT,2,2,0,1,6.0,2022,89
George Pickens,PIT,1,1,0,1,6.0,2022,89
Connor Heyward,PIT,0,0,0,0,6.0,2022,89
Zach Gentry,PIT,0,0,0,0,6.0,2022,89
Steven Sims,PIT,1,-5,0,-5,6.0,2022,89
